"Number","Group","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Publication Species Name","tsn","tsn rank","Wet_Mass","DM/WM","Dry_Mass","Carbon_Mass","MR_original","MR","Temp","MR_25","type_MR","O2 original J/mL","Reference","Source","Comments","Measure","Temp_original","Unit","MR_mL/min","MR_kJ/h","MR_Watt","Mass_mean","SMR","Species2","BMR","dBMR","dMsum","d Scope","Diet Grp","PP Grp","Year","Loc","Original_Source","MR_type"
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides flavipunctatus",NA,NA,NA,1.79,0.3,0.537,0.2685,0.1421,NA,"25",0.0007894444445076,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.00236833333333333,0.002842,0.0007894444445076,2.860122,0.542116,"Aneides flavipunctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides hardii","Aneides hardii","173702","Species",0.97,0.3,0.291,0.1455,0.00028518,0.00028518,"20",0.00042389,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides lugubris","Aneides lugubris","173703","Species",5.58,0.3,1.674,0.837,0.00083142,0.00083142,"15",0.00183582,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides lugubris",NA,NA,NA,0.116,0.3,0.0348,0.0174,0.0447,NA,"20",0.000369174040587943,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.000745,0.000894,0.0002483333333532,0.804537,0.414152,"Aneides lugubris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aquiloeurycea","Aquiloeurycea cephalica","Pseudoeurycea cephalica","1100394","Species",1.45,0.3,0.435,0.2175,0.0001972,0.0001972,"15",0.00043645,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus","Batrachoseps attenuatus","173706","Species",0.93,0.3,0.279,0.1395,0.00044547,0.00044547,"25",0.00044547,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",NA,NA,NA,0.65,0.3,0.195,0.0975,0.0166,NA,"5",0.000450422555591589,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.000276666666666667,0.000332,9.22222222296e-05,NA,NA,"Batrachoseps attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",NA,NA,NA,0.77,0.3,0.231,0.1155,0.0318,NA,NA,0.00128273013928437,"Basal",NA,NA,"White_et_al_2005",NA,NA,NA,"mL_O2_h-1",0.00053,0.000636,0.0001766666666808,NA,NA,"Batrachoseps attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",NA,NA,NA,1.55,0.3,0.465,0.2325,0.093,NA,"20",0.000768080218672903,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00155,0.00186,0.000516666666708,NA,NA,"Batrachoseps attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",NA,NA,NA,0.931,0.3,0.2793,0.13965,0.0692,NA,"20",0.0005715177541093,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00115333333333333,0.001384,0.0003844444444752,NA,NA,"Batrachoseps attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",NA,NA,NA,0.74,0.3,0.222,0.111,0.0838,NA,"25",0.0004655555555928,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.00139666666666667,0.001676,0.0004655555555928,NA,NA,"Batrachoseps attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa franklini","Bolitoglossa franklini","208390","Species",3.18,0.3,0.954,0.477,0.00030528,0.00030528,"15",0.00067416,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa morio","Bolitoglossa morio","208399","Species",2.09,0.3,0.627,0.3135,0.00024662,0.00024662,"15",0.00054549,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa occidentalis","Bolitoglossa occidentalis","208403","Species",0.97,0.3,0.291,0.1455,0.00011252,0.00011252,"15",0.00024832,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa occidentalis",NA,NA,NA,1.07,0.3,0.321,0.1605,0.0196,NA,"5",0.000531824222264768,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.000326666666666667,0.000392,0.0001088888888976,NA,NA,"Bolitoglossa occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa occidentalis",NA,NA,NA,0.61,0.3,0.183,0.0915,0.0168,NA,"15",0.000206266666683168,"Basal",NA,NA,"White_et_al_2005",NA,NA,15,"mL_O2_h-1",0.00028,0.000336,9.33333333408e-05,NA,NA,"Bolitoglossa occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa occidentalis",NA,NA,NA,0.98,0.3,0.294,0.147,0.1039,NA,"25",0.0005772222222684,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.00173166666666667,0.002078,0.0005772222222684,NA,NA,"Bolitoglossa occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Bolitoglossa","Bolitoglossa subpalmata","Bolitoglossa subpalmata","208424","Species",1.63,0.3,0.489,0.2445,8.802e-05,8.802e-05,"5",0.00043032,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina","Bombina orientalis","Bombina orientalis","661630","Species",2.6,0.3,0.78,0.39,0.0008086,0.0008086,"20",0.0012012,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina","Bombina orientalis",NA,NA,NA,2.62,0.3,0.786,0.393,0.149,NA,"20",0.00123058013529314,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00248333333333333,0.00298,0.000827777777844,NA,NA,"Bombina orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Gymnophiona","Herpelidae","Boulengerula","Boulengerula taitana","Boulengerula taitana","668421","Species",5,0.3,1.5,0.75,0.00478,0.00478,"35",0.002165,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","Bufo bufo","Bufo bufo","173480","Species",76.13,0.3,22.839,11.4195,0.01583504,0.01583504,"15",0.0350198,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","Bufo bufo",NA,NA,NA,28.59,0.3,8.577,4.2885,2.037,NA,"6",0.0510580052835409,"Basal",NA,NA,"White_et_al_2005",NA,NA,6,"mL_O2_h-1",0.03395,0.04074,0.011316666667572,NA,NA,"Bufo bufo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","Bufo bufo",NA,NA,NA,43,0.3,12.9,6.45,4.8246,NA,"17",0.0505478428212001,"Basal",NA,NA,"White_et_al_2005",NA,NA,17,"mL_O2_h-1",0.08041,0.096492,0.0268033333354776,NA,NA,"Bufo bufo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","Bufo bufo",NA,NA,NA,29,0.3,8.7,4.35,4.901,NA,"20",0.0404770016313537,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.0816833333333333,0.09802,0.027227777779956,NA,NA,"Bufo bufo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufotes","Bufotes viridis","Bufo viridis","1103405","Species",35,0.3,10.5,5.25,0.004865,0.004865,"20",0.007245,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Ceratophryidae","Ceratophrys","Ceratophrys calcarata","Ceratophrys calcarata","207875","Species",55.5,0.3,16.65,8.325,0.0164835,0.0164835,"25",0.0164835,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Ceratophryidae","Ceratophrys","Ceratophrys calcarata",NA,NA,NA,4.043,0.3,1.21302,0.60651,4.0434,NA,"35",0.0101644042240409,"Basal",NA,NA,"White_et_al_2005",NA,NA,35,"mL_O2_h-1",0.06739,0.080868,0.0224633333351304,14.98028,6.524259,"Ceratophrys calcarata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Rhacophoridae","Chiromantis","Chiromantis petersi","Chiromantis petersi","208076","Genus",11.2,0.3,3.36,1.68,0.0044128,0.0044128,"25",0.0044128,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Rhacophoridae","Chiromantis","Chiromantis petersi",NA,NA,NA,9,0.3,2.7,1.35,0.729,NA,"25",0.004050000000324,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.01215,0.01458,0.004050000000324,NA,NA,"Chiromantis petersii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Dendrobatidae","Colostethus","Colostethus inguinalis","Colostethus inguinalis","662154","Species",1.57,0.3,0.471,0.2355,0.00075831,0.00075831,"20",0.00112726,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Dendrobatidae","Colostethus","Colostethus inguinalis",NA,NA,NA,1.53,0.3,0.459,0.2295,0.2127,NA,"25",0.0011816666667612,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.003545,0.004254,0.0011816666667612,1.549871,0.581326,"Colostethus inguinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Conrauidae","Conraua","Conraua goliath","Conraua goliath","586341","Species",1,0.3,0.3,0.15,0.001117,0.001117,"25",0.001117,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Conrauidae","Conraua","Conraua goliath",NA,NA,NA,251,0.3,75.3,37.65,18.86,NA,"25",0.10477777778616,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.314333333333333,0.3772,0.10477777778616,251,52.77342,"Conraua goliath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera","Crinia parinsignifera","664667","Species",251,0.3,75.3,37.65,0.104667,0.104667,"30",0.104667,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.653,0.3,0.1959,0.09795,0.0398,NA,"5",0.00107992877786417,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.000663333333333333,0.000796,0.0002211111111288,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.597,0.3,0.1791,0.08955,0.0501,NA,"10",0.000914436665501962,"Basal",NA,NA,"White_et_al_2005",NA,NA,10,"mL_O2_h-1",0.000835,0.001002,0.0002783333333556,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.658,0.3,0.1974,0.0987,0.1073,NA,"15",0.00131740555566095,"Basal",NA,NA,"White_et_al_2005",NA,NA,15,"mL_O2_h-1",0.00178833333333333,0.002146,0.0005961111111588,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.63,0.3,0.189,0.0945,0.1166,NA,"20",0.000962990897820005,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00194333333333333,0.002332,0.0006477777778296,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.666,0.3,0.1998,0.0999,0.1765,NA,"25",0.000980555555634,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.00294166666666667,0.00353,0.000980555555634,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.452,0.3,0.1356,0.0678,0.1709,NA,"30",0.000638665447239814,"Basal",NA,NA,"White_et_al_2005",NA,NA,30,"mL_O2_h-1",0.00284833333333333,0.003418,0.0009494444445204,NA,NA,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia parinsignifera",NA,NA,NA,0.665,0.3,0.1995,0.09975,0.3757,NA,"35",0.00094444444452,"Basal",NA,NA,"White_et_al_2005",NA,NA,35,"mL_O2_h-1",0.00626166666666667,0.007514,0.0020872222223892,0.612529,0.482199,"Crinia parinsignifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera","Crinia signifera","664671","Species",0.452,0.3,0.1356,0.0678,0.000949652,0.000949652,"25",0.000638676,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.683,0.3,0.2049,0.10245,0.041,NA,"5",0.00111248944453344,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.000683333333333333,0.00082,0.000227777777796,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.908,0.3,0.2724,0.1362,0.0499,NA,"5",0.00135398105566387,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.000831666666666667,0.000998,0.0002772222222444,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.69,0.3,0.207,0.1035,0.0593,NA,"10",0.00108235717094344,"Basal",NA,NA,"White_et_al_2005",NA,NA,10,"mL_O2_h-1",0.000988333333333333,0.001186,0.0003294444444708,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.968,0.3,0.2904,0.1452,0.0823,NA,"10",0.00150215843454713,"Basal",NA,NA,"White_et_al_2005",NA,NA,10,"mL_O2_h-1",0.00137166666666667,0.001646,0.0004572222222588,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.638,0.3,0.1914,0.0957,0.1078,NA,"15",0.00132354444455033,"Basal",NA,NA,"White_et_al_2005",NA,NA,15,"mL_O2_h-1",0.00179666666666667,0.002156,0.0005988888889368,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.853,0.3,0.2559,0.12795,0.1331,NA,"15",0.00163417222235296,"Basal",NA,NA,"White_et_al_2005",NA,NA,15,"mL_O2_h-1",0.00221833333333333,0.002662,0.0007394444445036,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.615,0.3,0.1845,0.09225,0.131,NA,"20",0.00108191944780807,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00218333333333333,0.00262,0.000727777777836,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.621,0.3,0.1863,0.09315,0.149,NA,"25",0.000827777777844,"Basal",NA,NA,"White_et_al_2005",NA,NA,25,"mL_O2_h-1",0.00248333333333333,0.00298,0.000827777777844,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.485,0.3,0.1455,0.07275,0.1761,NA,"30",0.000658098216845707,"Basal",NA,NA,"White_et_al_2005",NA,NA,30,"mL_O2_h-1",0.002935,0.003522,0.0009783333334116,NA,NA,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",NA,NA,NA,0.612,0.3,0.1836,0.0918,0.399,NA,"35",0.00100301659133213,"Basal",NA,NA,"White_et_al_2005",NA,NA,35,"mL_O2_h-1",0.00665,0.00798,0.002216666666844,0.69302,0.563904,"Crinia signifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Cryptobranchidae","Cryptobranchus","Cryptobranchus alleganiensis","Cryptobranchus alleganiensis","173587","Species",0.621,0.3,0.1863,0.09315,0.000827793,0.000827793,"25",0.000827793,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibians","Eukaryota","Animalia","Chordata","Amphibia","Caudata","Cryptobranchidae","Cryptobranchus","Cryptobranchus alleganiensis",NA,NA,NA,514,0.3,154.2,77.1,4.4615,NA,"5",0.121057845287462,"Basal",NA,NA,"White_et_al_2005",NA,NA,5,"mL_O2_h-1",0.0743583333333333,0.08923,0.024786111113094,NA,NA,"Cryptobranchus alleganiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
